monitoring_location_id,time,parameter_code,parameter_name,value,unit_of_measure,statistic_id,approval_status
USGS-01359528,2024-02-02,00060,,405,ft^3/s,00003,Approved
USGS-01359528,2024-02-03,00060,,418,ft^3/s,00003,Approved
USGS-01359528,2024-02-04,00060,,363,ft^3/s,00003,Approved
USGS-01359528,2024-02-05,00060,,281,ft^3/s,00003,Approved
USGS-01359528,2024-02-06,00060,,201,ft^3/s,00003,Approved
USGS-01359528,2024-02-07,00060,,203,ft^3/s,00003,Approved
USGS-01359528,2024-02-08,00060,,202,ft^3/s,00003,Approved
USGS-01359528,2024-02-09,00060,,206,ft^3/s,00003,Approved
USGS-01359528,2024-02-10,00060,,208,ft^3/s,00003,Approved
USGS-01359528,2024-02-11,00060,,203,ft^3/s,00003,Approved
USGS-01359528,2024-02-12,00060,,236,ft^3/s,00003,Approved
USGS-01359528,2024-02-13,00060,,262,ft^3/s,00003,Approved
USGS-01359528,2024-02-14,00060,,246,ft^3/s,00003,Approved
USGS-01359528,2024-02-17,00060,,101,ft^3/s,00003,Approved
USGS-01359528,2024-02-18,00060,,212,ft^3/s,00003,Approved
USGS-01359528,2024-02-20,00060,,117,ft^3/s,00003,Approved
USGS-01359528,2024-02-22,00060,,59.8,ft^3/s,00003,Approved
USGS-01359528,2024-02-23,00060,,109,ft^3/s,00003,Approved
USGS-01359528,2024-02-24,00060,,135,ft^3/s,00003,Approved
USGS-01359528,2024-02-25,00060,,129,ft^3/s,00003,Approved
USGS-01359528,2024-02-26,00060,,118,ft^3/s,00003,Approved
USGS-01359528,2024-02-27,00060,,60.7,ft^3/s,00003,Approved
USGS-01359528,2024-02-28,00060,,165,ft^3/s,00003,Approved
USGS-01359528,2024-02-29,00060,,132,ft^3/s,00003,Approved
USGS-01359528,2024-03-02,00060,,195,ft^3/s,00003,Approved
USGS-01359528,2024-03-03,00060,,446,ft^3/s,00003,Approved
USGS-01359528,2024-03-04,00060,,398,ft^3/s,00003,Approved
USGS-01359528,2024-03-05,00060,,399,ft^3/s,00003,Approved
USGS-01359528,2024-03-06,00060,,1490,ft^3/s,00003,Approved
USGS-01359528,2024-03-07,00060,,3200,ft^3/s,00003,Approved
USGS-01359528,2024-03-08,00060,,1470,ft^3/s,00003,Approved
USGS-01359528,2024-03-09,00060,,701,ft^3/s,00003,Approved
USGS-01359528,2024-03-10,00060,,2180,ft^3/s,00003,Approved
USGS-01359528,2024-03-14,00060,,404,ft^3/s,00003,Approved
USGS-01359528,2024-03-15,00060,,351,ft^3/s,00003,Approved
USGS-01359528,2024-03-16,00060,,340,ft^3/s,00003,Approved
USGS-01359528,2024-03-18,00060,,290,ft^3/s,00003,Approved
USGS-01359528,2024-03-19,00060,,279,ft^3/s,00003,Approved
USGS-01359528,2024-03-21,00060,,264,ft^3/s,00003,Approved
USGS-01359528,2024-03-22,00060,,190,ft^3/s,00003,Approved
USGS-01359528,2024-03-23,00060,,318,ft^3/s,00003,Approved
USGS-01359528,2024-03-24,00060,,398,ft^3/s,00003,Approved
USGS-01359528,2024-03-25,00060,,441,ft^3/s,00003,Approved
USGS-01359528,2024-03-27,00060,,999,ft^3/s,00003,Approved
USGS-01359528,2024-03-28,00060,,1220,ft^3/s,00003,Approved
USGS-01359528,2024-03-29,00060,,729,ft^3/s,00003,Approved
USGS-01359528,2024-03-31,00060,,391,ft^3/s,00003,Approved
USGS-01359528,2024-04-02,00060,,276,ft^3/s,00003,Approved
USGS-01359528,2024-04-04,00060,,814,ft^3/s,00003,Approved
USGS-01359528,2024-04-05,00060,,807,ft^3/s,00003,Approved
USGS-01359528,2024-04-06,00060,,749,ft^3/s,00003,Approved
USGS-01359528,2024-04-08,00060,,489,ft^3/s,00003,Approved
USGS-01359528,2024-04-09,00060,,376,ft^3/s,00003,Approved
USGS-01359528,2024-04-10,00060,,332,ft^3/s,00003,Approved
USGS-01359528,2024-04-11,00060,,338,ft^3/s,00003,Approved
USGS-01359528,2024-04-12,00060,,1020,ft^3/s,00003,Approved
USGS-01359528,2024-04-13,00060,,952,ft^3/s,00003,Approved
USGS-01359528,2024-04-15,00060,,485,ft^3/s,00003,Approved
USGS-01359528,2024-04-16,00060,,383,ft^3/s,00003,Approved
USGS-01359528,2024-04-17,00060,,309,ft^3/s,00003,Approved
USGS-01359528,2024-04-18,00060,,369,ft^3/s,00003,Approved
USGS-01359528,2024-04-19,00060,,443,ft^3/s,00003,Approved
USGS-01359528,2024-04-21,00060,,271,ft^3/s,00003,Approved
USGS-01359528,2024-04-22,00060,,257,ft^3/s,00003,Approved
USGS-01359528,2024-04-23,00060,,236,ft^3/s,00003,Approved
USGS-01359528,2024-04-25,00060,,108,ft^3/s,00003,Approved
USGS-01359528,2024-04-28,00060,,202,ft^3/s,00003,Approved
USGS-01359528,2024-04-29,00060,,87.7,ft^3/s,00003,Approved
USGS-01359528,2024-04-30,00060,,75.0,ft^3/s,00003,Approved
USGS-01359528,2024-05-01,00060,,153,ft^3/s,00003,Approved
USGS-01359528,2024-05-02,00060,,214,ft^3/s,00003,Approved
USGS-01359528,2024-05-03,00060,,199,ft^3/s,00003,Approved
USGS-01359528,2024-05-04,00060,,196,ft^3/s,00003,Approved
USGS-01359528,2024-05-05,00060,,229,ft^3/s,00003,Approved
USGS-01359528,2024-05-08,00060,,291,ft^3/s,00003,Approved
USGS-01359528,2024-05-10,00060,,251,ft^3/s,00003,Approved
USGS-01359528,2024-05-11,00060,,230,ft^3/s,00003,Approved
USGS-01359528,2024-05-12,00060,,207,ft^3/s,00003,Approved
USGS-01359528,2024-05-13,00060,,180,ft^3/s,00003,Approved
USGS-01359528,2024-05-14,00060,,67.7,ft^3/s,00003,Approved
USGS-01359528,2024-05-17,00060,,237,ft^3/s,00003,Approved
USGS-01359528,2024-05-19,00060,,129,ft^3/s,00003,Approved
USGS-01359528,2024-05-20,00060,,115,ft^3/s,00003,Approved
USGS-01359528,2024-05-21,00060,,53.6,ft^3/s,00003,Approved
USGS-01359528,2024-05-22,00060,,60.6,ft^3/s,00003,Approved
USGS-01359528,2024-05-23,00060,,128,ft^3/s,00003,Approved
USGS-01359528,2024-05-24,00060,,125,ft^3/s,00003,Approved
USGS-01359528,2024-05-25,00060,,74.2,ft^3/s,00003,Approved
USGS-01359528,2024-05-27,00060,,53.7,ft^3/s,00003,Approved
USGS-01359528,2024-05-29,00060,,62.1,ft^3/s,00003,Approved
USGS-01359528,2024-05-31,00060,,121,ft^3/s,00003,Approved
USGS-01359528,2024-06-01,00060,,114,ft^3/s,00003,Approved
USGS-01359528,2024-06-05,00060,,34.5,ft^3/s,00003,Approved
USGS-01359528,2024-06-06,00060,,46.6,ft^3/s,00003,Approved
USGS-01359528,2024-06-07,00060,,78.7,ft^3/s,00003,Approved
USGS-01359528,2024-06-08,00060,,50.5,ft^3/s,00003,Approved
USGS-01359528,2024-06-09,00060,,104,ft^3/s,00003,Approved
USGS-01359528,2024-06-10,00060,,71.9,ft^3/s,00003,Approved
USGS-01359528,2024-06-11,00060,,96.1,ft^3/s,00003,Approved
USGS-01359528,2024-06-12,00060,,48.2,ft^3/s,00003,Approved
USGS-01359528,2024-06-13,00060,,39.8,ft^3/s,00003,Approved
USGS-01359528,2024-06-14,00060,,106,ft^3/s,00003,Approved
USGS-01359528,2024-06-15,00060,,131,ft^3/s,00003,Approved
USGS-01359528,2024-06-19,00060,,35.5,ft^3/s,00003,Approved
USGS-01359528,2024-06-21,00060,,79.5,ft^3/s,00003,Approved
USGS-01359528,2024-06-22,00060,,126,ft^3/s,00003,Approved
USGS-01359528,2024-06-23,00060,,130,ft^3/s,00003,Approved
USGS-01359528,2024-06-24,00060,,128,ft^3/s,00003,Approved
USGS-01359528,2024-06-25,00060,,86.8,ft^3/s,00003,Approved
USGS-01359528,2024-06-26,00060,,56.5,ft^3/s,00003,Approved
USGS-01359528,2024-06-27,00060,,57.9,ft^3/s,00003,Approved
USGS-01359528,2024-06-28,00060,,50.9,ft^3/s,00003,Approved
USGS-01359528,2024-06-29,00060,,48.1,ft^3/s,00003,Approved
USGS-01359528,2024-07-04,00060,,37.0,ft^3/s,00003,Approved
USGS-01359528,2024-07-08,00060,,31.9,ft^3/s,00003,Approved
USGS-01359528,2024-07-10,00060,,29.1,ft^3/s,00003,Approved
USGS-01359528,2024-07-11,00060,,33.5,ft^3/s,00003,Approved
USGS-01359528,2024-07-12,00060,,29.7,ft^3/s,00003,Approved
USGS-01359528,2024-07-13,00060,,27.1,ft^3/s,00003,Approved
USGS-01359528,2024-07-14,00060,,26.0,ft^3/s,00003,Approved
USGS-01359528,2024-07-18,00060,,82.4,ft^3/s,00003,Approved
USGS-01359528,2024-07-20,00060,,30.4,ft^3/s,00003,Approved
USGS-01359528,2024-07-21,00060,,29.7,ft^3/s,00003,Approved
USGS-01359528,2024-07-25,00060,,28.9,ft^3/s,00003,Approved
USGS-01359528,2024-07-28,00060,,23.5,ft^3/s,00003,Approved
USGS-01359528,2024-07-29,00060,,24.2,ft^3/s,00003,Approved
USGS-01359528,2024-08-01,00060,,47.7,ft^3/s,00003,Approved
USGS-01359528,2024-08-02,00060,,40.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-03,00060,,55.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-04,00060,,42.8,ft^3/s,00003,Approved
USGS-01359528,2024-08-05,00060,,35.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-06,00060,,51.2,ft^3/s,00003,Approved
USGS-01359528,2024-08-08,00060,,85.3,ft^3/s,00003,Approved
USGS-01359528,2024-08-10,00060,,1160,ft^3/s,00003,Approved
USGS-01359528,2024-08-11,00060,,302,ft^3/s,00003,Approved
USGS-01359528,2024-08-13,00060,,133,ft^3/s,00003,Approved
USGS-01359528,2024-08-14,00060,,105,ft^3/s,00003,Approved
USGS-01359528,2024-08-16,00060,,74.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-17,00060,,63.0,ft^3/s,00003,Approved
USGS-01359528,2024-08-18,00060,,74.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-19,00060,,424,ft^3/s,00003,Approved
USGS-01359528,2024-08-20,00060,,342,ft^3/s,00003,Approved
USGS-01359528,2024-08-21,00060,,119,ft^3/s,00003,Approved
USGS-01359528,2024-08-22,00060,,83.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-23,00060,,66.7,ft^3/s,00003,Approved
USGS-01359528,2024-08-25,00060,,51.6,ft^3/s,00003,Approved
USGS-01359528,2024-08-27,00060,,45.2,ft^3/s,00003,Approved
USGS-01359528,2024-08-28,00060,,41.9,ft^3/s,00003,Approved
USGS-01359528,2024-08-30,00060,,37.3,ft^3/s,00003,Approved
USGS-01359528,2024-09-02,00060,,35.3,ft^3/s,00003,Approved
USGS-01359528,2024-09-03,00060,,34.9,ft^3/s,00003,Approved
USGS-01359528,2024-09-04,00060,,42.2,ft^3/s,00003,Approved
USGS-01359528,2024-09-05,00060,,28.7,ft^3/s,00003,Approved
USGS-01359528,2024-09-06,00060,,33.7,ft^3/s,00003,Approved
USGS-01359528,2024-09-07,00060,,48.6,ft^3/s,00003,Approved
USGS-01359528,2024-09-08,00060,,58.6,ft^3/s,00003,Approved
USGS-01359528,2024-09-11,00060,,83.4,ft^3/s,00003,Approved
USGS-01359528,2024-09-12,00060,,49.4,ft^3/s,00003,Approved
USGS-01359528,2024-09-13,00060,,78.7,ft^3/s,00003,Approved
USGS-01359528,2024-09-14,00060,,37.6,ft^3/s,00003,Approved
USGS-01359528,2024-09-16,00060,,25.0,ft^3/s,00003,Approved
USGS-01359528,2024-09-17,00060,,29.5,ft^3/s,00003,Approved
USGS-01359528,2024-09-18,00060,,24.7,ft^3/s,00003,Approved
USGS-01359528,2024-09-19,00060,,24.5,ft^3/s,00003,Approved
USGS-01359528,2024-09-20,00060,,23.6,ft^3/s,00003,Approved
USGS-01359528,2024-09-21,00060,,23.3,ft^3/s,00003,Approved
USGS-01359528,2024-09-24,00060,,22.4,ft^3/s,00003,Approved
USGS-01359528,2024-09-25,00060,,26.6,ft^3/s,00003,Approved
USGS-01359528,2024-09-26,00060,,50.9,ft^3/s,00003,Approved
USGS-01359528,2024-09-27,00060,,44.5,ft^3/s,00003,Approved
USGS-01359528,2024-09-28,00060,,29.9,ft^3/s,00003,Approved
USGS-01359528,2024-09-29,00060,,26.7,ft^3/s,00003,Approved
USGS-01359528,2024-09-30,00060,,25.7,ft^3/s,00003,Approved
USGS-01359528,2024-10-02,00060,,25.2,ft^3/s,00003,Approved
USGS-01359528,2024-10-03,00060,,24.5,ft^3/s,00003,Approved
USGS-01359528,2024-10-04,00060,,23.7,ft^3/s,00003,Approved
USGS-01359528,2024-10-07,00060,,24.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-08,00060,,24.6,ft^3/s,00003,Approved
USGS-01359528,2024-10-10,00060,,23.9,ft^3/s,00003,Approved
USGS-01359528,2024-10-11,00060,,24.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-13,00060,,29.2,ft^3/s,00003,Approved
USGS-01359528,2024-10-14,00060,,85.6,ft^3/s,00003,Approved
USGS-01359528,2024-10-15,00060,,54.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-17,00060,,28.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-18,00060,,26.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-19,00060,,25.5,ft^3/s,00003,Approved
USGS-01359528,2024-10-20,00060,,25.2,ft^3/s,00003,Approved
USGS-01359528,2024-10-21,00060,,25.8,ft^3/s,00003,Approved
USGS-01359528,2024-10-22,00060,,25.4,ft^3/s,00003,Approved
USGS-01359528,2024-10-23,00060,,25.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-25,00060,,25.8,ft^3/s,00003,Approved
USGS-01359528,2024-10-26,00060,,25.6,ft^3/s,00003,Approved
USGS-01359528,2024-10-27,00060,,24.8,ft^3/s,00003,Approved
USGS-01359528,2024-10-28,00060,,29.3,ft^3/s,00003,Approved
USGS-01359528,2024-10-29,00060,,29.2,ft^3/s,00003,Approved
USGS-01359528,2024-10-30,00060,,39.1,ft^3/s,00003,Approved
USGS-01359528,2024-10-31,00060,,32.3,ft^3/s,00003,Approved
USGS-01359528,2024-11-02,00060,,29.6,ft^3/s,00003,Approved
USGS-01359528,2024-11-03,00060,,30.5,ft^3/s,00003,Approved
USGS-01359528,2024-11-04,00060,,30.4,ft^3/s,00003,Approved
USGS-01359528,2024-11-05,00060,,30.8,ft^3/s,00003,Approved
USGS-01359528,2024-11-06,00060,,30.4,ft^3/s,00003,Approved
USGS-01359528,2024-11-07,00060,,29.9,ft^3/s,00003,Approved
USGS-01359528,2024-11-09,00060,,28.4,ft^3/s,00003,Approved
USGS-01359528,2024-11-10,00060,,28.9,ft^3/s,00003,Approved
USGS-01359528,2024-11-11,00060,,33.1,ft^3/s,00003,Approved
USGS-01359528,2024-11-12,00060,,32.0,ft^3/s,00003,Approved
USGS-01359528,2024-11-13,00060,,29.6,ft^3/s,00003,Approved
USGS-01359528,2024-11-14,00060,,28.9,ft^3/s,00003,Approved
USGS-01359528,2024-11-16,00060,,30.5,ft^3/s,00003,Approved
USGS-01359528,2024-11-17,00060,,29.5,ft^3/s,00003,Approved
USGS-01359528,2024-11-19,00060,,29.8,ft^3/s,00003,Approved
USGS-01359528,2024-11-24,00060,,107,ft^3/s,00003,Approved
USGS-01359528,2024-11-27,00060,,186,ft^3/s,00003,Approved
USGS-01359528,2024-11-28,00060,,237,ft^3/s,00003,Approved
USGS-01359528,2024-11-30,00060,,77.3,ft^3/s,00003,Approved
USGS-01359528,2024-12-01,00060,,52.1,ft^3/s,00003,Approved
USGS-01359528,2024-12-02,00060,,60.6,ft^3/s,00003,Approved
USGS-01359528,2024-12-03,00060,,68.0,ft^3/s,00003,Approved
USGS-01359528,2024-12-04,00060,,62.8,ft^3/s,00003,Approved
USGS-01359528,2024-12-05,00060,,61.8,ft^3/s,00003,Approved
USGS-01359528,2024-12-06,00060,,62.1,ft^3/s,00003,Approved
USGS-01359528,2024-12-08,00060,,55.7,ft^3/s,00003,Approved
USGS-01359528,2024-12-11,00060,,563,ft^3/s,00003,Approved
USGS-01359528,2024-12-12,00060,,1570,ft^3/s,00003,Approved
USGS-01359528,2024-12-14,00060,,316,ft^3/s,00003,Approved
USGS-01359528,2024-12-15,00060,,241,ft^3/s,00003,Approved
USGS-01359528,2024-12-16,00060,,241,ft^3/s,00003,Approved
USGS-01359528,2024-12-17,00060,,141,ft^3/s,00003,Approved
USGS-01359528,2024-12-20,00060,,245,ft^3/s,00003,Approved
USGS-01359528,2024-12-23,00060,,129,ft^3/s,00003,Approved
USGS-01359528,2024-12-25,00060,,53.3,ft^3/s,00003,Approved
USGS-01359528,2024-12-26,00060,,48.3,ft^3/s,00003,Approved
USGS-01359528,2024-12-27,00060,,47.8,ft^3/s,00003,Approved
USGS-01359528,2024-12-28,00060,,50.6,ft^3/s,00003,Approved
USGS-01359528,2024-12-29,00060,,56.9,ft^3/s,00003,Approved
USGS-01359528,2024-12-31,00060,,257,ft^3/s,00003,Approved
